article_title,author_number,author_human_id,author_first_name,author_last_name,author_affiliation,year,paper_id,mean_overall_score_for_presentation,mean_acceptance_rate
"Equal Opportunities and Ethnic Inequality in European Labour Markets: Discrimination, Gender and Policies of Diversity",7,Shakia---Goodrick---Daymar College - Clarksville,Shakia,Goodrick,Daymar College - Clarksville,2002,2002---72,1.6666666666666667,0.16666666666666666
Glosas en décimas de San Luis Potosí: de Armadillo de los Infante a la Sierra Gorda,1,Verda---Ordona---Kaplan Test Prep,Verda,Ordona,Kaplan Test Prep,2002,2002---73,3.3333333333333335,0.8333333333333334
Glosas en décimas de San Luis Potosí: de Armadillo de los Infante a la Sierra Gorda,2,Briana---Doverspike---Texas College of Cosmetology - San Angelo,Briana,Doverspike,Texas College of Cosmetology - San Angelo,2002,2002---73,3.3333333333333335,0.8333333333333334
Glosas en décimas de San Luis Potosí: de Armadillo de los Infante a la Sierra Gorda,3,Darnell---Hedstrom---University of Arkansas for Medical Sciences at Area Health Education Center - Pine Bluff,Darnell,Hedstrom,University of Arkansas for Medical Sciences at Area Health Education Center - Pine Bluff,2002,2002---73,3.3333333333333335,0.8333333333333334
Pensamiento y acción,1,Glynis---Bentham---The College of Health Care Professions,Glynis,Bentham,The College of Health Care Professions,2002,2002---74,2.2,0.2
Pensamiento y acción,2,Zena---Gilreath---Machzikei Hadath Rabbinical College,Zena,Gilreath,Machzikei Hadath Rabbinical College,2002,2002---74,2.2,0.2
Pensamiento y acción,3,Hermila---Papenfuss---Cambridge College,Hermila,Papenfuss,Cambridge College,2002,2002---74,2.2,0.2
Pensamiento y acción,4,Leda---Rouser---Southwestern Community College at Red Oak Center,Leda,Rouser,Southwestern Community College at Red Oak Center,2002,2002---74,2.2,0.2
Pensamiento y acción,5,Julia---Sankovich---College of International Esthetics,Julia,Sankovich,College of International Esthetics,2002,2002---74,2.2,0.2
Power,1,Fredrick---Sauers---Oglala Lakota College,Fredrick,Sauers,Oglala Lakota College,2002,2002---75,3.8333333333333335,0.5
Power,2,Karine---Hayek---Western International University - East Valley Campus,Karine,Hayek,Western International University - East Valley Campus,2002,2002---75,3.8333333333333335,0.5
Power,3,Ty---Bonito---Appalachian School of Law,Ty,Bonito,Appalachian School of Law,2002,2002---75,3.8333333333333335,0.5
Power,4,Ivey---Wileczek---Indiana University of Pennsylvania at CCAC  Boyce Campus,Ivey,Wileczek,Indiana University of Pennsylvania at CCAC  Boyce Campus,2002,2002---75,3.8333333333333335,0.5
"Ascenso y crisis del Estado social autoritario: Estado y acumulación del capital en México, 1940-1976",1,Macie---Etienne---Governors State University at Thornwood High School,Macie,Etienne,Governors State University at Thornwood High School,2002,2002---76,3,0.3333333333333333
"Ascenso y crisis del Estado social autoritario: Estado y acumulación del capital en México, 1940-1976",2,Remedios---Sumrell---Webster University,Remedios,Sumrell,Webster University,2002,2002---76,3,0.3333333333333333
"Ascenso y crisis del Estado social autoritario: Estado y acumulación del capital en México, 1940-1976",3,Danna---Shantz---Mid-Plains Community College - Imperial Extended Campus,Danna,Shantz,Mid-Plains Community College - Imperial Extended Campus,2002,2002---76,3,0.3333333333333333
"Ascenso y crisis del Estado social autoritario: Estado y acumulación del capital en México, 1940-1976",4,Jude---Wyss---University of Michigan Dearborn,Jude,Wyss,University of Michigan Dearborn,2002,2002---76,3,0.3333333333333333
Implementation of K–12 State Standards for Mathematics and English Language Arts and Literacy: Findings from the American Teacher Panel,1,Brynn---Ranks---Language Consultants International (LCI) Kansas City,Brynn,Ranks,Language Consultants International (LCI) Kansas City,2002,2002---77,2.4,0
Implementation of K–12 State Standards for Mathematics and English Language Arts and Literacy: Findings from the American Teacher Panel,2,Marcelo---Barban---No Grease Barber School,Marcelo,Barban,No Grease Barber School,2002,2002---77,2.4,0
Implementation of K–12 State Standards for Mathematics and English Language Arts and Literacy: Findings from the American Teacher Panel,3,Halley---Alber---Haywood Community College,Halley,Alber,Haywood Community College,2002,2002---77,2.4,0
Hackers Wanted: An Examination of the Cybersecurity Labor Market,1,Gisele---Norstrand---Tri-City Community Mental Health Center,Gisele,Norstrand,Tri-City Community Mental Health Center,2002,2002---78,3,0.16666666666666666
"Public Goods Provision in the Early Modern Economy: Comparative Perspectives from Japan, China, and Europe",1,Marylin---Nealy---Endicott College at Immaculate Conception School,Marylin,Nealy,Endicott College at Immaculate Conception School,2002,2002---79,2,0.16666666666666666
"Public Goods Provision in the Early Modern Economy: Comparative Perspectives from Japan, China, and Europe",2,Modesta---Fraleigh---Winfield Allied Health,Modesta,Fraleigh,Winfield Allied Health,2002,2002---79,2,0.16666666666666666
"Public Goods Provision in the Early Modern Economy: Comparative Perspectives from Japan, China, and Europe",3,Roxann---Jenab---Mercer County Technical Schools - Sypek Center,Roxann,Jenab,Mercer County Technical Schools - Sypek Center,2002,2002---79,2,0.16666666666666666
"Public Goods Provision in the Early Modern Economy: Comparative Perspectives from Japan, China, and Europe",4,Rhiannon---Quero---Lebanon VA Medical Center General Practice Dentistry Residency,Rhiannon,Quero,Lebanon VA Medical Center General Practice Dentistry Residency,2002,2002---79,2,0.16666666666666666
"Public Goods Provision in the Early Modern Economy: Comparative Perspectives from Japan, China, and Europe",5,Ivan---Devillez---The Hair Academy,Ivan,Devillez,The Hair Academy,2002,2002---79,2,0.16666666666666666
"Public Goods Provision in the Early Modern Economy: Comparative Perspectives from Japan, China, and Europe",6,Peter---Boileau---National Louis University at Collins Academy High School,Peter,Boileau,National Louis University at Collins Academy High School,2002,2002---79,2,0.16666666666666666
"Public Goods Provision in the Early Modern Economy: Comparative Perspectives from Japan, China, and Europe",7,Miguel---Perpall---Des Moines Area Community College at DMACC Career Academy/Hunziker Center,Miguel,Perpall,Des Moines Area Community College at DMACC Career Academy/Hunziker Center,2002,2002---79,2,0.16666666666666666
Modern Islamic Thinking and Activism: Dynamics in the West and in the Middle East,1,Tamika---Malory---Piedmont HS,Tamika,Malory,Piedmont HS,2002,2002---80,2.75,0.25
Modern Islamic Thinking and Activism: Dynamics in the West and in the Middle East,2,"Jacinto---Dedo---DeSigner Barber & Stylist School, LLC",Jacinto,Dedo,"DeSigner Barber & Stylist School, LLC",2002,2002---80,2.75,0.25
Modern Islamic Thinking and Activism: Dynamics in the West and in the Middle East,3,Corine---Hickonbottom---Carteret Community College,Corine,Hickonbottom,Carteret Community College,2002,2002---80,2.75,0.25
"Historia de la Revolución Mexicana, período 1928-1934: los inicios de la institucionalización : la política del maximato",1,Earlean---Delprete---Western Hills School of Beauty and Hair Design,Earlean,Delprete,Western Hills School of Beauty and Hair Design,2002,2002---81,3.2,0.4
"Historia de la Revolución Mexicana, período 1928-1934: los inicios de la institucionalización : la política del maximato",2,Laveta---Landacre---Cosmetology Center,Laveta,Landacre,Cosmetology Center,2002,2002---81,3.2,0.4
Borderland Studies Meets Child Studies: A European Encounter,1,Cassey---Nickodem---Upper Iowa University at Wausau: NTC - Wittenberg,Cassey,Nickodem,Upper Iowa University at Wausau: NTC - Wittenberg,2002,2002---82,2.75,0.25
Borderland Studies Meets Child Studies: A European Encounter,2,Patrica---Ketelaar---Southwestern Oklahoma State University at Keyes High School,Patrica,Ketelaar,Southwestern Oklahoma State University at Keyes High School,2002,2002---82,2.75,0.25
Borderland Studies Meets Child Studies: A European Encounter,3,Celena---Duffett---Maricopa Community Colleges-Rio Salado Community College at Deer Valley HS,Celena,Duffett,Maricopa Community Colleges-Rio Salado Community College at Deer Valley HS,2002,2002---82,2.75,0.25
Borderland Studies Meets Child Studies: A European Encounter,4,Carley---Salman---North Campus,Carley,Salman,North Campus,2002,2002---82,2.75,0.25
Borderland Studies Meets Child Studies: A European Encounter,5,Arletha---Mince---University of Denver at Ritchie Program - Denver Public Schools,Arletha,Mince,University of Denver at Ritchie Program - Denver Public Schools,2002,2002---82,2.75,0.25
"La pluma y el arado: los intelectuales pedagogos y la construcción sociocultural del ""problema campesino"" en México, 1932-1934",1,Angelia---Laabs---Marycrest International University,Angelia,Laabs,Marycrest International University,2002,2002---83,3.5,0.25
"La pluma y el arado: los intelectuales pedagogos y la construcción sociocultural del ""problema campesino"" en México, 1932-1934",2,Gabriele---Zwiebel---Indiana Wesleyan University at Westgate Academy Conferencing & Training Ctr.,Gabriele,Zwiebel,Indiana Wesleyan University at Westgate Academy Conferencing & Training Ctr.,2002,2002---83,3.5,0.25
"La pluma y el arado: los intelectuales pedagogos y la construcción sociocultural del ""problema campesino"" en México, 1932-1934",3,Renato---Klintworth---Saint Mary's University of Minnesota at Dakota Meadows Middle School,Renato,Klintworth,Saint Mary's University of Minnesota at Dakota Meadows Middle School,2002,2002---83,3.5,0.25
"Spiritual Fitness and Resilience: A Review of Relevant Constructs, Measures, and Links to Well-Being",1,Jann---Dean---Southern West Virginia Community and Technical College - Williamson Campus,Jann,Dean,Southern West Virginia Community and Technical College - Williamson Campus,2002,2002---84,4.2,0.6
"Spiritual Fitness and Resilience: A Review of Relevant Constructs, Measures, and Links to Well-Being",2,Basilia---Truly---Southern New Hampshire University at Shaftsbury Elementary School,Basilia,Truly,Southern New Hampshire University at Shaftsbury Elementary School,2002,2002---84,4.2,0.6
"Spiritual Fitness and Resilience: A Review of Relevant Constructs, Measures, and Links to Well-Being",3,Gabriel---Seale---Minnesota State University Moorhead at North Hennepin CC,Gabriel,Seale,Minnesota State University Moorhead at North Hennepin CC,2002,2002---84,4.2,0.6
"Spiritual Fitness and Resilience: A Review of Relevant Constructs, Measures, and Links to Well-Being",4,Andria---Gansburg---Long Island University - C.W. Post Campus at Nassau County Department of Social Services,Andria,Gansburg,Long Island University - C.W. Post Campus at Nassau County Department of Social Services,2002,2002---84,4.2,0.6
How Do We Know What Information Sharing Is Really Worth? Exploring Methodologies to Measure the Value of Information Sharing and Fusion Efforts,1,Angelika---Minier---Naval Medical Center Portsmouth,Angelika,Minier,Naval Medical Center Portsmouth,2002,2002---85,2.8333333333333335,0.16666666666666666
Child's Play: Multi-Sensory Histories of Children and Childhood in Japan,1,Adrienne---Rosebure---Bennington College,Adrienne,Rosebure,Bennington College,2002,2002---86,2.8333333333333335,0.3333333333333333
"How Welfare States Care: Culture, Gender and Parenting in Europe",1,Shawanna---Derer---White Earth Tribal and Community College,Shawanna,Derer,White Earth Tribal and Community College,2002,2002---87,2.5,0.5
"How Welfare States Care: Culture, Gender and Parenting in Europe",2,Tuyet---Ohara---Bethany Lutheran College,Tuyet,Ohara,Bethany Lutheran College,2002,2002---87,2.5,0.5
"How Welfare States Care: Culture, Gender and Parenting in Europe",3,Salley---Urzua---Community College of Allegheny County at Washington County Center,Salley,Urzua,Community College of Allegheny County at Washington County Center,2002,2002---87,2.5,0.5
"How Welfare States Care: Culture, Gender and Parenting in Europe",4,Emilio---Palmiotto---Brown Mackie College - Michigan City,Emilio,Palmiotto,Brown Mackie College - Michigan City,2002,2002---87,2.5,0.5
Elements of Success: How Type of Secondary Education Credential Helps Predict Enlistee Attrition,1,"Stormy---Pfalmer---UA Local 290 College of Mechanical Systems & Technology, Eureka Training Center",Stormy,Pfalmer,"UA Local 290 College of Mechanical Systems & Technology, Eureka Training Center",2002,2002---88,2.4,0.2
Elements of Success: How Type of Secondary Education Credential Helps Predict Enlistee Attrition,2,Carolyn---Randoll---CCCOnline,Carolyn,Randoll,CCCOnline,2002,2002---88,2.4,0.2
Elements of Success: How Type of Secondary Education Credential Helps Predict Enlistee Attrition,3,Jayson---Colder---Southwestern Community College,Jayson,Colder,Southwestern Community College,2002,2002---88,2.4,0.2
Elements of Success: How Type of Secondary Education Credential Helps Predict Enlistee Attrition,4,Jarvis---Pimple---Phoenix Children's Hospital,Jarvis,Pimple,Phoenix Children's Hospital,2002,2002---88,2.4,0.2
Elements of Success: How Type of Secondary Education Credential Helps Predict Enlistee Attrition,5,Lurlene---Shurkus---University of Wisconsin - Oshkosh at Cooperative Education Service Agency 3 (CES,Lurlene,Shurkus,University of Wisconsin - Oshkosh at Cooperative Education Service Agency 3 (CES,2002,2002---88,2.4,0.2
Elements of Success: How Type of Secondary Education Credential Helps Predict Enlistee Attrition,6,Mallie---Czarnik---Lindenwood University at Parkway School District,Mallie,Czarnik,Lindenwood University at Parkway School District,2002,2002---88,2.4,0.2
Elements of Success: How Type of Secondary Education Credential Helps Predict Enlistee Attrition,7,Candi---Elgin---National College of Midwifery,Candi,Elgin,National College of Midwifery,2002,2002---88,2.4,0.2
México y la economía Atlántica (siglos XVIII-XX),1,Raelene---Mozak---University of Wisconsin - La Crosse at La Crosse Logan High School,Raelene,Mozak,University of Wisconsin - La Crosse at La Crosse Logan High School,2002,2002---89,3.5,0.5
México y la economía Atlántica (siglos XVIII-XX),2,Clarence---Mundz---Cambridge Institute of Allied Health and Technology - Atlanta,Clarence,Mundz,Cambridge Institute of Allied Health and Technology - Atlanta,2002,2002---89,3.5,0.5
México y la economía Atlántica (siglos XVIII-XX),3,Lupita---Spickler---Sachem Central School District,Lupita,Spickler,Sachem Central School District,2002,2002---89,3.5,0.5
"Physical Fitness and Resilience: A Review of Relevant Constructs, Measures, and Links to Well-Being",1,Everette---Clanin---Carolina School of Broadcasting - Charlotte,Everette,Clanin,Carolina School of Broadcasting - Charlotte,2002,2002---90,3,0.5
"Physical Fitness and Resilience: A Review of Relevant Constructs, Measures, and Links to Well-Being",2,Tasia---Annonio---Southern New Hampshire University at Anchorage Behavioral Health,Tasia,Annonio,Southern New Hampshire University at Anchorage Behavioral Health,2002,2002---90,3,0.5
"Physical Fitness and Resilience: A Review of Relevant Constructs, Measures, and Links to Well-Being",3,Emmaline---Empey---Kaplan Test Prep,Emmaline,Empey,Kaplan Test Prep,2002,2002---90,3,0.5
